year,round,quota,college_name,college_state,course,category,gender,pwd_flag,domicile_state,seat_type,opening_rank,closing_rank,opening_score,closing_score,source_file
2023,1,AIQ,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,,AIQ,58914,76197,,,curated_v1
2023,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,,AIQ,6917,11239,,,curated_v1
2023,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,,AIQ,7924,12587,,,curated_v1
2023,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,,AIQ,11027,16296,,,curated_v1
2023,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,,AIQ,33106,47204,,,curated_v1
2023,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,,AIQ,65243,89913,,,curated_v1
2024,1,AIQ,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,,AIQ,7561,9179,,,curated_v1
2024,1,AIQ,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,,AIQ,7976,10281,,,curated_v1
2024,1,AIQ,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,,AIQ,9020,13310,,,curated_v1
2024,1,AIQ,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,,AIQ,24264,38555,,,curated_v1
2024,1,AIQ,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,,AIQ,60883,73439,,,curated_v1
2024,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,,AIQ,7298,10832,,,curated_v1
2024,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,,AIQ,9143,12132,,,curated_v1
2024,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,,AIQ,10284,15706,,,curated_v1
2024,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,,AIQ,28816,45495,,,curated_v1
2024,2,AIQ,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,,AIQ,55313,86658,,,curated_v1
2021,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,13245,18455,,,curated_v1
2021,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,15179,20670,,,curated_v1
2021,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,20498,26760,,,curated_v1
2021,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,50739,77512,,,curated_v1
2021,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,97719,147642,,,curated_v1
2021,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,17175,21777,,,curated_v1
2021,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,19957,24390,,,curated_v1
2021,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,19592,31577,,,curated_v1
2021,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,65093,91464,,,curated_v1
2021,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,135182,174218,,,curated_v1
2022,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,11156,18008,,,curated_v1
2022,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,14946,20169,,,curated_v1
2022,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,16069,26111,,,curated_v1
2022,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,55734,75633,,,curated_v1
2022,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,104644,144064,,,curated_v1
2022,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,15791,21249,,,curated_v1
2022,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,15170,23799,,,curated_v1
2022,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,21014,30811,,,curated_v1
2022,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,65158,89248,,,curated_v1
2022,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,106937,169996,,,curated_v1
2023,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,11339,17409,,,curated_v1
2023,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,14542,19499,,,curated_v1
2023,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,15720,25244,,,curated_v1
2023,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,53202,73121,,,curated_v1
2023,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,111725,139279,,,curated_v1
2023,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,14654,20543,,,curated_v1
2023,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,16757,23008,,,curated_v1
2023,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,21274,29788,,,curated_v1
2023,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,53015,86283,,,curated_v1
2023,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,117607,164349,,,curated_v1
2024,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,14294,17830,,,curated_v1
2024,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,15592,19969,,,curated_v1
2024,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,18070,25853,,,curated_v1
2024,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,60216,74886,,,curated_v1
2024,1,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,112179,142640,,,curated_v1
2024,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,UR,ANY,0,UP,SQ,15665,21039,,,curated_v1
2024,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,EWS,ANY,0,UP,SQ,14405,23564,,,curated_v1
2024,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,OBC,ANY,0,UP,SQ,20931,30507,,,curated_v1
2024,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,SC,ANY,0,UP,SQ,54427,88365,,,curated_v1
2024,2,STATE,BRD Medical College Gorakhpur,UP,MBBS,ST,ANY,0,UP,SQ,142821,168316,,,curated_v1
2021,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,6724,9576,,,curated_v1
2021,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,8496,10725,,,curated_v1
2021,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,10989,13885,,,curated_v1
2021,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,33969,40220,,,curated_v1
2021,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,58336,76611,,,curated_v1
2021,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,7967,11300,,,curated_v1
2021,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,10734,12656,,,curated_v1
2021,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,11397,16385,,,curated_v1
2021,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,38794,47460,,,curated_v1
2021,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,74733,90401,,,curated_v1
2022,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,5693,8205,,,curated_v1
2022,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,7081,9189,,,curated_v1
2022,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,9106,11897,,,curated_v1
2022,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,25323,34462,,,curated_v1
2022,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,50110,65642,,,curated_v1
2022,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,6650,9682,,,curated_v1
2022,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,6990,10844,,,curated_v1
2022,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,10309,14039,,,curated_v1
2022,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,29775,40665,,,curated_v1
2022,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,60569,77458,,,curated_v1
2023,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,6278,9575,,,curated_v1
2023,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,6443,10724,,,curated_v1
2023,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,8408,13883,,,curated_v1
2023,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,27128,40215,,,curated_v1
2023,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,58857,76600,,,curated_v1
2023,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,8316,11298,,,curated_v1
2023,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,9275,12654,,,curated_v1
2023,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,13201,16382,,,curated_v1
2023,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,31408,47454,,,curated_v1
2023,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,62054,90388,,,curated_v1
2024,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,5448,8146,,,curated_v1
2024,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,7611,9123,,,curated_v1
2024,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,9228,11812,,,curated_v1
2024,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,21493,34214,,,curated_v1
2024,1,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,52290,65170,,,curated_v1
2024,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,,AIQ,6774,9612,,,curated_v1
2024,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,,AIQ,8521,10766,,,curated_v1
2024,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,,AIQ,11442,13938,,,curated_v1
2024,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,,AIQ,24381,40372,,,curated_v1
2024,2,AIQ,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,,AIQ,50101,76900,,,curated_v1
2021,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,9475,15479,,,curated_v1
2021,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,13611,17337,,,curated_v1
2021,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,15724,22445,,,curated_v1
2021,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,42817,65014,,,curated_v1
2021,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,81028,123837,,,curated_v1
2021,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,14903,18266,,,curated_v1
2021,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,12562,20457,,,curated_v1
2021,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,19227,26485,,,curated_v1
2021,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,51578,76717,,,curated_v1
2021,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,117479,146128,,,curated_v1
2022,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,11961,15279,,,curated_v1
2022,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,11632,17113,,,curated_v1
2022,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,16604,22155,,,curated_v1
2022,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,49294,64174,,,curated_v1
2022,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,83141,122237,,,curated_v1
2022,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,12178,18030,,,curated_v1
2022,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,12839,20193,,,curated_v1
2022,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,20000,26143,,,curated_v1
2022,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,49620,75726,,,curated_v1
2022,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,97380,144240,,,curated_v1
2023,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,10431,16955,,,curated_v1
2023,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,15897,18990,,,curated_v1
2023,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,20157,24585,,,curated_v1
2023,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,58956,71212,,,curated_v1
2023,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,102613,135643,,,curated_v1
2023,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,14140,20007,,,curated_v1
2023,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,16221,22408,,,curated_v1
2023,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,24457,29010,,,curated_v1
2023,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,70199,84031,,,curated_v1
2023,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,122899,160059,,,curated_v1
2024,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,13753,17268,,,curated_v1
2024,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,13145,19341,,,curated_v1
2024,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,17629,25039,,,curated_v1
2024,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,46222,72528,,,curated_v1
2024,1,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,95891,138150,,,curated_v1
2024,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,UR,ANY,0,UP,SQ,16069,20377,,,curated_v1
2024,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,EWS,ANY,0,UP,SQ,16394,22822,,,curated_v1
2024,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,OBC,ANY,0,UP,SQ,24001,29546,,,curated_v1
2024,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,SC,ANY,0,UP,SQ,57784,85583,,,curated_v1
2024,2,STATE,Sarojini Naidu Medical College Agra,UP,MBBS,ST,ANY,0,UP,SQ,126646,163017,,,curated_v1
2021,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,5117,6922,,,curated_v1
2021,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,4911,7753,,,curated_v1
2021,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,6631,10037,,,curated_v1
2021,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,18923,29075,,,curated_v1
2021,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,42183,55382,,,curated_v1
2021,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,6783,8168,,,curated_v1
2021,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,7427,9149,,,curated_v1
2021,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,7380,11844,,,curated_v1
2021,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,26800,34309,,,curated_v1
2021,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,42321,65350,,,curated_v1
2022,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,4703,7050,,,curated_v1
2022,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,6067,7896,,,curated_v1
2022,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,7673,10222,,,curated_v1
2022,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,24233,29611,,,curated_v1
2022,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,36493,56401,,,curated_v1
2022,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,6575,8319,,,curated_v1
2022,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,7277,9317,,,curated_v1
2022,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,8922,12062,,,curated_v1
2022,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,25152,34941,,,curated_v1
2022,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,54399,66554,,,curated_v1
2023,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,4534,6637,,,curated_v1
2023,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,6239,7434,,,curated_v1
2023,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,5811,9625,,,curated_v1
2023,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,23259,27879,,,curated_v1
2023,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,44634,53103,,,curated_v1
2023,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,4928,7832,,,curated_v1
2023,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,7455,8772,,,curated_v1
2023,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,8173,11357,,,curated_v1
2023,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,21733,32897,,,curated_v1
2023,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,47065,62662,,,curated_v1
2024,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,4630,7112,,,curated_v1
2024,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,6601,7965,,,curated_v1
2024,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,7610,10312,,,curated_v1
2024,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,23713,29871,,,curated_v1
2024,1,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,39553,56898,,,curated_v1
2024,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,,AIQ,6154,8392,,,curated_v1
2024,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,,AIQ,6483,9399,,,curated_v1
2024,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,,AIQ,8097,12169,,,curated_v1
2024,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,,AIQ,25667,35248,,,curated_v1
2024,2,AIQ,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,,AIQ,48630,67140,,,curated_v1
2021,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,7381,8908,,,curated_v1
2021,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,6910,9977,,,curated_v1
2021,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,9086,12917,,,curated_v1
2021,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,27711,37416,,,curated_v1
2021,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,46703,71268,,,curated_v1
2021,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,6690,10512,,,curated_v1
2021,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,7831,11773,,,curated_v1
2021,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,12707,15242,,,curated_v1
2021,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,32883,44151,,,curated_v1
2021,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,59237,84097,,,curated_v1
2022,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,6647,10418,,,curated_v1
2022,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,7963,11668,,,curated_v1
2022,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,10498,15106,,,curated_v1
2022,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,35368,43755,,,curated_v1
2022,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,60409,83344,,,curated_v1
2022,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,9387,12293,,,curated_v1
2022,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,10618,13768,,,curated_v1
2022,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,11841,17825,,,curated_v1
2022,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,41583,51631,,,curated_v1
2022,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,82770,98346,,,curated_v1
2023,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,7255,9542,,,curated_v1
2023,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,7722,10687,,,curated_v1
2023,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,8884,13837,,,curated_v1
2023,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,32012,40079,,,curated_v1
2023,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,49035,76342,,,curated_v1
2023,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,8783,11260,,,curated_v1
2023,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,9106,12611,,,curated_v1
2023,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,13538,16327,,,curated_v1
2023,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,34786,47294,,,curated_v1
2023,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,68504,90084,,,curated_v1
2024,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,6254,10175,,,curated_v1
2024,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,6934,11397,,,curated_v1
2024,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,11976,14755,,,curated_v1
2024,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,35741,42738,,,curated_v1
2024,1,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,62443,81407,,,curated_v1
2024,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,UR,ANY,0,MP,SQ,9498,12007,,,curated_v1
2024,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,EWS,ANY,0,MP,SQ,9455,13448,,,curated_v1
2024,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,OBC,ANY,0,MP,SQ,14113,17411,,,curated_v1
2024,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,SC,ANY,0,MP,SQ,33176,50431,,,curated_v1
2024,2,STATE,Gandhi Medical College Bhopal,MP,MBBS,ST,ANY,0,MP,SQ,74618,96060,,,curated_v1
2021,1,AIQ,Netaji Subhash Chandra Bose Medical College Jabalpur,MP,MBBS,UR,ANY,0,,AIQ,6358,8294,,,curated_v1
2021,1,AIQ,Netaji Subhash Chandra Bose Medical College Jabalpur,MP,MBBS,EWS,ANY,0,,AIQ,7005,9290,,,curated_v1
2021,1,AIQ,Netaji Subhash Chandra Bose Medical College Jabalpur,MP,MBBS,OBC,ANY,0,,AIQ,8669,12027,,,curated_v1
2021,1,AIQ,Netaji Subhash Chandra Bose Medical College Jabalpur,MP,MBBS,SC,ANY,0,,AIQ,25151,34838,,,curated_v1
